Claim_ID,Food_ID,Receiver_ID,Status,Timestamp
502,84,168,Completed,03-05-2025
503,717,917,Cancelled,3/13/2025 21:31
504,947,320,Completed,03-07-2025
505,919,762,Cancelled,03-10-2025
506,892,306,Completed,03-10-2025
507,217,370,Pending,3/20/2025 12:41
508,152,347,Pending,03-01-2025
509,134,600,Cancelled,3/17/2025 15:43
510,90,419,Pending,03-12-2025
511,199,446,Cancelled,03-01-2025
512,798,821,Cancelled,3/15/2025 19:57
513,73,283,Cancelled,03-05-2025
514,521,274,Cancelled,3/21/2025 0:05
515,930,45,Completed,3/19/2025 2:18
516,302,806,Completed,03-08-2025
517,806,872,Completed,3/19/2025 13:38
518,282,127,Pending,03-07-2025
519,406,960,Pending,03-06-2025
520,624,396,Completed,03-03-2025
521,295,327,Cancelled,3/16/2025 6:19
522,271,372,Pending,3/17/2025 21:36
523,744,676,Completed,3/13/2025 11:09
524,448,180,Completed,3/15/2025 4:57
525,22,438,Completed,3/15/2025 4:20
526,697,401,Pending,3/17/2025 18:51
527,340,572,Pending,3/19/2025 19:35
528,819,1,Completed,3/20/2025 13:45
529,515,399,Completed,03-07-2025
530,59,543,Completed,03-07-2025
531,592,894,Pending,03-10-2025
532,486,14,Cancelled,03-08-2025
533,275,410,Pending,3/13/2025 5:38
534,50,287,Cancelled,03-10-2025
535,663,329,Completed,3/21/2025 5:22
536,115,162,Cancelled,03-12-2025
537,39,259,Cancelled,3/20/2025 8:41
538,220,225,Cancelled,03-05-2025
539,64,119,Cancelled,03-08-2025
540,444,608,Cancelled,03-10-2025
541,261,705,Completed,03-11-2025
542,560,442,Completed,3/13/2025 22:53
543,657,748,Completed,03-12-2025
544,187,568,Cancelled,3/18/2025 2:56
545,463,292,Completed,03-09-2025
546,962,571,Completed,03-07-2025
547,509,886,Cancelled,03-06-2025
548,520,821,Completed,3/14/2025 21:01
549,954,703,Cancelled,03-10-2025
550,115,882,Pending,3/15/2025 2:55
551,837,742,Cancelled,3/13/2025 8:32
552,463,949,Pending,03-03-2025
553,215,503,Pending,03-04-2025
554,52,126,Completed,03-04-2025
555,253,946,Pending,03-01-2025
556,479,460,Completed,03-07-2025
557,324,31,Cancelled,03-06-2025
558,435,33,Completed,03-07-2025
559,714,935,Cancelled,03-09-2025
560,731,215,Cancelled,03-11-2025
561,269,859,Completed,03-07-2025
562,326,629,Pending,03-01-2025
563,622,371,Cancelled,03-02-2025
564,947,203,Cancelled,03-06-2025
565,801,473,Completed,03-12-2025
566,320,68,Cancelled,3/13/2025 1:43
567,924,974,Cancelled,03-10-2025
568,852,400,Completed,03-04-2025
569,59,401,Pending,03-02-2025
570,849,835,Completed,03-09-2025
571,408,789,Completed,03-03-2025
572,622,542,Completed,3/17/2025 23:13
573,229,505,Completed,03-12-2025
574,438,342,Completed,03-04-2025
575,636,413,Cancelled,03-01-2025
576,58,341,Completed,3/17/2025 2:11
577,486,412,Cancelled,3/16/2025 21:29
578,674,368,Pending,3/17/2025 6:50
579,559,342,Completed,3/19/2025 11:30
580,508,704,Pending,03-01-2025
581,734,706,Cancelled,03-09-2025
582,284,990,Completed,03-03-2025
583,925,144,Pending,03-03-2025
584,705,968,Cancelled,03-01-2025
585,373,926,Completed,3/19/2025 13:20
586,970,281,Completed,3/20/2025 6:59
587,560,637,Pending,03-10-2025
588,92,640,Cancelled,03-12-2025
589,619,90,Cancelled,3/13/2025 23:44
590,505,4,Cancelled,3/17/2025 8:39
591,723,782,Completed,3/20/2025 6:00
592,319,832,Completed,03-03-2025
593,882,743,Cancelled,03-05-2025
594,555,14,Pending,3/16/2025 20:01
595,172,861,Cancelled,03-07-2025
596,844,949,Cancelled,3/13/2025 4:06
597,599,183,Pending,3/13/2025 5:49
598,403,905,Completed,03-04-2025
599,307,86,Pending,3/19/2025 18:33
600,910,492,Cancelled,3/17/2025 17:33
601,964,458,Completed,3/21/2025 3:54
602,165,997,Cancelled,3/19/2025 7:08
603,920,766,Pending,03-11-2025
604,522,737,Completed,03-11-2025
605,727,786,Completed,03-07-2025
606,912,192,Cancelled,3/15/2025 1:34
607,72,397,Cancelled,03-12-2025
608,570,484,Cancelled,03-08-2025
609,200,227,Completed,03-10-2025
610,151,619,Cancelled,3/14/2025 15:18
611,433,567,Pending,03-08-2025
612,92,192,Completed,3/13/2025 21:16
613,764,482,Completed,03-01-2025
614,707,90,Pending,3/14/2025 13:47
615,821,367,Completed,03-05-2025
616,967,162,Pending,03-12-2025
617,933,68,Cancelled,03-05-2025
618,395,134,Pending,03-02-2025
619,743,725,Cancelled,3/20/2025 7:40
620,207,618,Cancelled,3/17/2025 11:24
621,175,742,Pending,3/19/2025 10:26
622,949,963,Cancelled,03-12-2025
623,400,737,Cancelled,3/14/2025 10:01
624,502,524,Cancelled,03-05-2025
625,416,69,Cancelled,3/16/2025 2:15
626,823,576,Pending,3/21/2025 2:42
627,686,814,Cancelled,3/15/2025 1:36
628,906,354,Pending,3/17/2025 9:31
629,326,437,Pending,3/16/2025 0:43
630,606,905,Completed,03-02-2025
631,862,28,Pending,3/19/2025 0:37
632,393,9,Completed,3/20/2025 13:40
633,385,440,Completed,03-12-2025
634,435,767,Pending,03-08-2025
635,748,113,Pending,03-07-2025
636,554,144,Cancelled,3/18/2025 17:20
637,476,216,Pending,3/20/2025 13:06
638,949,687,Completed,3/16/2025 5:38
639,233,832,Cancelled,03-06-2025
640,239,944,Cancelled,3/19/2025 1:17
641,251,410,Cancelled,03-02-2025
642,113,255,Pending,3/20/2025 19:57
643,806,993,Pending,03-10-2025
644,837,800,Cancelled,03-11-2025
645,739,220,Pending,3/20/2025 3:23
646,120,713,Cancelled,3/13/2025 13:29
647,35,654,Pending,3/18/2025 17:53
648,55,1000,Completed,03-08-2025
649,210,43,Completed,03-07-2025
650,421,505,Completed,03-12-2025
651,156,113,Cancelled,3/14/2025 22:38
652,932,223,Pending,03-05-2025
653,78,765,Pending,03-02-2025
654,291,158,Pending,3/21/2025 0:56
655,215,28,Completed,03-11-2025
656,875,799,Pending,3/13/2025 16:14
657,945,220,Completed,03-08-2025
658,232,10,Pending,03-01-2025
659,98,864,Cancelled,3/17/2025 2:31
660,912,204,Cancelled,03-08-2025
661,520,560,Pending,03-09-2025
662,600,902,Completed,3/18/2025 0:04
663,180,884,Cancelled,3/14/2025 11:47
664,866,410,Cancelled,3/19/2025 6:20
665,49,314,Pending,03-08-2025
666,749,130,Pending,3/15/2025 9:02
667,165,681,Cancelled,03-02-2025
668,86,205,Cancelled,03-10-2025
669,224,570,Pending,03-06-2025
670,349,118,Cancelled,03-10-2025
671,297,610,Completed,03-01-2025
672,903,508,Completed,3/19/2025 9:42
673,474,545,Cancelled,03-10-2025
674,861,276,Cancelled,03-10-2025
675,897,53,Cancelled,3/19/2025 6:58
676,625,589,Pending,3/15/2025 9:58
677,287,663,Pending,3/18/2025 11:41
678,56,139,Pending,03-10-2025
679,302,305,Pending,3/16/2025 1:38
680,154,785,Completed,3/17/2025 14:55
681,334,213,Cancelled,03-11-2025
682,629,937,Pending,3/19/2025 6:45
683,195,805,Pending,3/13/2025 15:36
684,299,550,Pending,3/14/2025 8:30
685,622,235,Cancelled,03-01-2025
686,540,900,Pending,03-07-2025
687,921,536,Completed,03-07-2025
688,854,525,Completed,3/18/2025 1:18
689,246,131,Cancelled,3/13/2025 3:31
690,85,781,Completed,03-09-2025
691,498,442,Cancelled,03-02-2025
692,500,717,Pending,3/14/2025 2:15
693,479,647,Cancelled,3/15/2025 3:55
694,529,454,Completed,03-01-2025
695,462,415,Cancelled,03-10-2025
696,634,561,Cancelled,03-12-2025
697,30,132,Completed,03-04-2025
698,633,185,Cancelled,03-03-2025
699,138,233,Cancelled,03-04-2025
700,110,901,Completed,03-08-2025
701,833,15,Completed,3/14/2025 16:16
702,83,150,Cancelled,03-11-2025
703,836,742,Cancelled,3/14/2025 10:57
704,271,394,Pending,03-08-2025
705,298,174,Cancelled,03-09-2025
706,636,800,Pending,03-09-2025
707,791,877,Pending,03-07-2025
708,999,293,Pending,3/18/2025 18:55
709,673,754,Cancelled,3/20/2025 9:11
710,599,27,Pending,3/16/2025 9:32
711,703,674,Completed,3/15/2025 7:35
712,179,505,Completed,03-01-2025
713,973,494,Completed,03-07-2025
714,951,423,Pending,3/21/2025 1:57
715,36,668,Pending,3/17/2025 14:14
716,696,68,Cancelled,03-03-2025
717,991,149,Pending,03-12-2025
718,626,650,Completed,3/14/2025 23:56
719,695,192,Cancelled,03-12-2025
720,502,348,Cancelled,3/15/2025 6:28
721,217,844,Completed,3/13/2025 15:46
722,898,888,Completed,3/15/2025 8:59
723,228,59,Pending,03-12-2025
724,396,747,Completed,03-12-2025
725,784,218,Pending,3/20/2025 12:45
726,23,446,Cancelled,03-06-2025
727,47,548,Cancelled,3/17/2025 4:10
728,882,810,Completed,3/15/2025 11:35
729,308,239,Pending,3/16/2025 12:55
730,715,48,Cancelled,03-03-2025
731,403,218,Completed,3/17/2025 22:44
732,935,126,Pending,03-07-2025
733,932,843,Completed,3/14/2025 21:55
734,224,172,Cancelled,3/18/2025 16:07
735,720,608,Completed,3/20/2025 6:52
736,84,544,Completed,3/14/2025 23:52
737,636,794,Pending,3/14/2025 18:09
738,819,482,Completed,03-12-2025
739,230,171,Completed,03-02-2025
740,199,50,Completed,3/20/2025 6:16
741,886,842,Cancelled,3/19/2025 9:05
742,132,358,Pending,3/15/2025 15:01
743,574,996,Cancelled,03-08-2025
744,379,26,Pending,3/14/2025 7:15
745,807,317,Pending,3/19/2025 19:02
746,385,587,Pending,3/19/2025 13:13
747,234,437,Pending,03-03-2025
748,494,395,Cancelled,03-02-2025
749,689,300,Cancelled,3/13/2025 19:23
750,931,742,Completed,3/19/2025 4:32
751,398,710,Pending,3/16/2025 4:56
752,463,777,Cancelled,3/13/2025 23:12
753,958,455,Cancelled,03-07-2025
754,997,571,Completed,3/20/2025 8:59
755,34,709,Completed,3/15/2025 3:13
756,696,418,Completed,3/16/2025 9:29
757,352,7,Completed,3/13/2025 19:20
758,877,472,Cancelled,3/20/2025 2:09
759,174,219,Cancelled,3/18/2025 11:19
760,828,212,Completed,3/13/2025 16:00
761,205,351,Completed,03-12-2025
762,505,275,Cancelled,3/16/2025 0:02
763,331,52,Cancelled,3/13/2025 7:51
764,28,788,Completed,3/16/2025 4:52
765,168,695,Pending,3/17/2025 9:49
766,945,781,Completed,03-10-2025
767,798,355,Completed,03-09-2025
768,939,213,Pending,3/18/2025 16:20
769,971,107,Cancelled,03-04-2025
770,917,328,Completed,03-11-2025
771,297,181,Cancelled,3/13/2025 1:15
772,926,112,Completed,03-04-2025
773,35,205,Pending,03-12-2025
774,35,479,Cancelled,3/20/2025 12:11
775,961,806,Completed,03-05-2025
776,23,559,Cancelled,03-02-2025
777,886,297,Cancelled,3/14/2025 9:47
778,241,715,Pending,03-11-2025
779,508,56,Cancelled,3/13/2025 18:28
780,16,194,Pending,03-08-2025
781,676,701,Pending,03-04-2025
782,476,181,Completed,03-04-2025
783,485,429,Cancelled,3/15/2025 18:58
784,655,381,Pending,3/19/2025 22:41
785,981,887,Pending,3/15/2025 14:23
786,104,977,Pending,03-09-2025
787,988,590,Completed,3/15/2025 4:12
788,253,379,Completed,3/19/2025 17:32
789,684,202,Cancelled,03-01-2025
790,30,680,Completed,03-05-2025
791,240,144,Cancelled,03-10-2025
792,775,259,Completed,03-12-2025
793,444,783,Completed,03-02-2025
794,928,318,Cancelled,3/13/2025 16:04
795,902,293,Completed,03-05-2025
796,685,410,Cancelled,3/13/2025 0:39
797,950,275,Pending,03-12-2025
798,609,735,Pending,03-09-2025
799,487,786,Completed,03-06-2025
800,224,227,Cancelled,03-11-2025
801,131,72,Completed,03-04-2025
802,100,729,Completed,3/17/2025 9:35
803,701,240,Pending,03-09-2025
804,614,655,Cancelled,3/21/2025 6:12
805,181,348,Cancelled,3/13/2025 11:08
806,529,650,Pending,03-02-2025
807,767,742,Completed,03-08-2025
808,243,528,Pending,03-01-2025
809,929,603,Pending,03-10-2025
810,528,281,Cancelled,3/15/2025 6:11
811,399,57,Cancelled,03-10-2025
812,820,473,Pending,03-07-2025
813,934,982,Completed,03-02-2025
814,95,438,Completed,3/15/2025 18:11
815,243,795,Completed,3/18/2025 8:50
816,627,899,Pending,03-07-2025
817,969,800,Pending,03-03-2025
818,797,570,Completed,03-10-2025
819,18,617,Pending,03-06-2025
820,943,869,Completed,03-07-2025
821,590,300,Cancelled,03-11-2025
822,126,122,Pending,03-04-2025
823,96,800,Cancelled,03-07-2025
824,151,508,Cancelled,3/15/2025 5:45
825,31,590,Pending,03-12-2025
826,762,965,Cancelled,03-09-2025
827,964,59,Cancelled,3/19/2025 13:26
828,598,723,Pending,03-04-2025
829,443,891,Pending,3/14/2025 21:42
830,353,706,Cancelled,3/16/2025 12:31
831,401,389,Completed,03-09-2025
832,133,128,Completed,3/20/2025 8:29
833,214,673,Cancelled,03-11-2025
834,335,439,Pending,03-09-2025
835,203,533,Pending,03-07-2025
836,733,532,Pending,3/18/2025 0:13
837,25,228,Cancelled,03-12-2025
838,728,870,Completed,03-11-2025
839,945,72,Cancelled,3/20/2025 8:13
840,811,245,Pending,3/17/2025 11:00
841,682,195,Completed,03-03-2025
842,812,341,Cancelled,3/14/2025 22:59
843,512,102,Cancelled,03-10-2025
844,778,362,Cancelled,3/16/2025 5:59
845,70,42,Pending,03-09-2025
846,125,549,Cancelled,3/18/2025 13:25
847,682,778,Cancelled,03-07-2025
848,374,419,Pending,3/18/2025 18:19
849,647,468,Pending,3/14/2025 5:17
850,652,381,Pending,03-07-2025
851,71,164,Completed,03-08-2025
852,66,700,Cancelled,3/18/2025 10:02
853,299,378,Pending,3/18/2025 9:13
854,173,647,Completed,03-08-2025
855,410,595,Cancelled,03-01-2025
856,294,838,Completed,3/18/2025 13:19
857,418,771,Completed,03-12-2025
858,465,145,Completed,03-05-2025
859,3,887,Cancelled,3/13/2025 6:36
860,9,345,Cancelled,03-05-2025
861,510,377,Cancelled,3/13/2025 6:11
862,839,361,Cancelled,3/19/2025 4:49
863,30,16,Pending,03-09-2025
864,962,622,Cancelled,03-09-2025
865,163,694,Pending,03-07-2025
866,461,615,Completed,03-01-2025
867,692,794,Completed,03-10-2025
868,460,361,Pending,03-09-2025
869,935,348,Cancelled,03-11-2025
870,972,228,Completed,3/17/2025 18:54
871,786,620,Cancelled,03-08-2025
872,832,302,Completed,3/15/2025 15:47
873,558,173,Pending,3/17/2025 5:22
874,822,226,Pending,03-10-2025
875,338,848,Completed,3/16/2025 13:38
876,696,994,Cancelled,03-10-2025
877,707,637,Completed,03-03-2025
878,544,889,Cancelled,3/14/2025 5:12
879,7,825,Pending,03-01-2025
880,751,811,Cancelled,03-10-2025
881,17,647,Pending,03-12-2025
882,565,850,Completed,03-12-2025
883,167,266,Pending,03-11-2025
884,364,493,Cancelled,3/14/2025 15:24
885,515,400,Pending,3/16/2025 23:58
886,756,973,Cancelled,03-07-2025
887,743,507,Pending,3/15/2025 2:19
888,916,738,Completed,03-05-2025
889,632,917,Cancelled,03-08-2025
890,128,276,Cancelled,3/13/2025 8:03
891,973,510,Cancelled,3/17/2025 5:08
892,456,933,Pending,03-04-2025
893,180,276,Completed,3/20/2025 12:02
894,730,903,Cancelled,03-02-2025
895,977,425,Pending,03-12-2025
896,315,768,Completed,3/15/2025 6:17
897,929,730,Completed,3/13/2025 19:48
898,851,572,Completed,3/14/2025 7:54
899,13,28,Pending,3/16/2025 6:18
900,545,532,Completed,03-03-2025
901,474,195,Pending,03-12-2025
902,210,852,Completed,03-02-2025
903,413,426,Cancelled,3/18/2025 22:32
904,168,561,Completed,03-08-2025
905,380,361,Pending,03-05-2025
906,938,916,Pending,3/15/2025 10:50
907,800,934,Completed,03-04-2025
908,762,558,Completed,03-05-2025
909,893,299,Completed,3/20/2025 23:39
910,410,424,Completed,03-05-2025
911,355,128,Pending,03-08-2025
912,683,189,Completed,3/20/2025 15:37
913,705,957,Pending,3/15/2025 22:21
914,950,239,Completed,3/18/2025 13:03
915,441,65,Pending,03-01-2025
916,571,472,Pending,3/13/2025 3:13
917,109,935,Completed,03-03-2025
918,92,42,Completed,03-11-2025
919,623,841,Cancelled,03-11-2025
920,279,323,Cancelled,3/20/2025 16:37
921,826,507,Completed,03-05-2025
922,206,768,Pending,3/20/2025 0:57
923,293,276,Cancelled,03-02-2025
924,580,154,Pending,3/13/2025 16:32
925,237,985,Pending,03-08-2025
926,43,72,Cancelled,03-06-2025
927,317,407,Completed,3/15/2025 13:34
928,41,945,Pending,3/20/2025 0:15
929,778,938,Pending,03-03-2025
930,407,371,Pending,03-03-2025
931,616,637,Completed,03-04-2025
932,419,354,Completed,03-12-2025
933,574,301,Cancelled,03-02-2025
934,639,555,Cancelled,03-08-2025
935,520,788,Cancelled,3/17/2025 7:27
936,96,170,Cancelled,03-08-2025
937,744,799,Cancelled,03-02-2025
938,977,897,Cancelled,03-11-2025
939,37,512,Pending,03-08-2025
940,911,959,Completed,03-05-2025
941,223,318,Cancelled,03-04-2025
942,189,850,Completed,03-01-2025
943,89,934,Pending,03-02-2025
944,680,817,Pending,03-08-2025
945,989,901,Cancelled,3/16/2025 22:54
946,839,324,Cancelled,3/20/2025 13:56
947,304,840,Cancelled,03-03-2025
948,156,482,Completed,3/14/2025 11:23
949,241,240,Completed,03-03-2025
950,481,298,Pending,03-01-2025
951,236,585,Completed,3/18/2025 1:05
952,459,183,Completed,3/18/2025 7:49
953,744,686,Cancelled,03-05-2025
954,732,267,Cancelled,03-10-2025
955,492,414,Completed,3/14/2025 23:17
956,904,745,Completed,3/13/2025 8:36
957,230,625,Completed,3/16/2025 20:45
958,601,96,Cancelled,03-12-2025
959,384,31,Pending,3/14/2025 12:40
960,292,830,Completed,3/15/2025 9:00
961,955,181,Completed,3/16/2025 5:05
962,391,308,Completed,03-09-2025
963,397,93,Cancelled,03-07-2025
964,563,451,Pending,3/17/2025 10:43
965,285,377,Pending,03-04-2025
966,558,509,Cancelled,3/13/2025 23:25
967,890,168,Pending,03-12-2025
968,637,37,Cancelled,3/19/2025 0:50
969,836,408,Cancelled,3/16/2025 2:39
970,997,497,Cancelled,03-05-2025
971,596,330,Completed,03-10-2025
972,623,87,Pending,03-06-2025
973,284,559,Pending,03-08-2025
974,643,371,Cancelled,03-03-2025
975,226,132,Cancelled,03-01-2025
976,551,409,Completed,03-07-2025
977,853,193,Pending,03-05-2025
978,818,799,Cancelled,03-11-2025
979,855,553,Completed,03-07-2025
980,925,652,Pending,3/18/2025 11:35
981,615,839,Cancelled,03-10-2025
982,670,871,Cancelled,3/19/2025 2:27
983,300,755,Pending,3/18/2025 19:10
984,1,368,Completed,3/19/2025 6:19
985,380,113,Completed,3/17/2025 22:32
986,915,875,Completed,03-05-2025
987,579,769,Cancelled,03-04-2025
988,272,191,Pending,03-04-2025
989,799,272,Pending,03-08-2025
990,791,943,Cancelled,3/19/2025 15:41
991,175,984,Pending,3/20/2025 3:50
992,251,394,Completed,3/17/2025 10:54
993,635,341,Cancelled,3/19/2025 12:40
994,107,93,Cancelled,03-03-2025
995,190,105,Completed,03-10-2025
996,855,211,Completed,3/13/2025 19:40
997,980,746,Cancelled,3/17/2025 22:04
998,832,967,Cancelled,3/13/2025 18:00
999,917,90,Completed,03-01-2025
1000,596,950,Cancelled,3/13/2025 12:51
